track,model,scenario,mutation_id,stratum,operator,repetition,execution_order,condition,approach,outcome,returncode,duration_seconds,error_type,artifacts_dir
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-defa59a332c6148b,E1,insert_noninteractive_sibling_before,2,B|A,A,baseline,passed_interacted,0,10.958,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-defa59a332c6148b-A-r2.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-defa59a332c6148b,E1,insert_noninteractive_sibling_before,2,B|A,B,structured,passed_interacted,0,10.796,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-defa59a332c6148b-B-r2.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-defa59a332c6148b,E1,insert_noninteractive_sibling_before,3,B|A,A,baseline,passed_interacted,0,11.2,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-defa59a332c6148b-A-r3.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-defa59a332c6148b,E1,insert_noninteractive_sibling_before,3,B|A,B,structured,passed_interacted,0,10.408,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-defa59a332c6148b-B-r3.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-766d2310c5144a4d,E2,input_submit_to_button,1,B|A,A,baseline,locator_not_found,1,17.586,locator_timeout,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-766d2310c5144a4d-A-r1.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-766d2310c5144a4d,E2,input_submit_to_button,1,B|A,B,structured,passed_interacted,0,10.305,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-766d2310c5144a4d-B-r1.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-766d2310c5144a4d,E2,input_submit_to_button,2,B|A,A,baseline,locator_not_found,1,17.866,locator_timeout,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-766d2310c5144a4d-A-r2.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-766d2310c5144a4d,E2,input_submit_to_button,2,B|A,B,structured,passed_interacted,0,10.399,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-766d2310c5144a4d-B-r2.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-766d2310c5144a4d,E2,input_submit_to_button,3,B|A,A,baseline,locator_not_found,1,17.64,locator_timeout,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-766d2310c5144a4d-A-r3.artifacts
R,gpt-5.6-sol,suite_adicionar_carrinho,mutation-766d2310c5144a4d,E2,input_submit_to_button,3,B|A,B,structured,passed_interacted,0,10.47,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/resilience_campaign_results/campaign_20260728_01/mutations/track_R/gpt-5.6-sol/mutations/mutation-766d2310c5144a4d-B-r3.artifacts
