model,round,scenario,condition,execution_status,flow_correctness,target_correctness,assertion_correctness,semantic_total_6,semantic_classification,source_file,review_note
qwen2.5-coder:7b,qwen_new_20,suite_filtrar_livros_abaixo_25,structured_context,failed,2,2,0,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_filtrar_livros_abaixo_25.spec.ts,"Navega e filtra corretamente, mas interpreta o texto do botão Add to cart como preço."
qwen2.5-coder:7b,qwen_new_20,suite_navegar_cartoes_presente,baseline,failed,2,1,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_navegar_cartoes_presente.spec.ts,Navega para a categoria correta; os seletores de produtos e a forma exata do breadcrumb são incorretos.
qwen2.5-coder:7b,qwen_new_20,suite_navegar_cartoes_presente,structured_context,failed,0,2,0,2,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_navegar_cartoes_presente.spec.ts,"Fragmenta a navegação em testes independentes e valida apenas o heading, sem breadcrumb ou produtos."
qwen2.5-coder:7b,qwen_new_20,suite_navegar_categoria_livros,baseline,failed,2,1,2,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_navegar_categoria_livros.spec.ts,"Nomes corretos e oráculo completo, mas classes e contagem rígida não correspondem ao catálogo."
qwen2.5-coder:7b,qwen_new_20,suite_navegar_categoria_livros,structured_context,failed,2,2,1,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_navegar_categoria_livros.spec.ts,"Fluxo e produtos corretos, porém todas as expectativas assíncronas estão sem await."
qwen2.5-coder:7b,qwen_new_20,suite_navegar_sobre_nos,baseline,failed,2,0,2,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_navegar_sobre_nos.spec.ts,"Intenção e heading presentes, mas o domínio e a interação com a seção Information são inventados."
qwen2.5-coder:7b,qwen_new_20,suite_navegar_sobre_nos,structured_context,passed,2,2,1,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_navegar_sobre_nos.spec.ts,"Navega corretamente até About us, mas não verifica o heading solicitado."
qwen2.5-coder:7b,qwen_new_20,suite_ordenar_livros_por_preco,baseline,failed,2,1,2,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_ordenar_livros_por_preco.spec.ts,"Compara preços em ordem, mas modela o seletor de ordenação e a classe de preço incorretamente."
qwen2.5-coder:7b,qwen_new_20,suite_ordenar_livros_por_preco,structured_context,failed,2,1,2,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_ordenar_livros_por_preco.spec.ts,"Oráculo matemático adequado; tenta acionar a ordenação como botão, não como combobox."
qwen2.5-coder:7b,qwen_new_20,suite_persistencia_carrinho_apos_login,baseline,failed,1,0,1,2,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_persistencia_carrinho_apos_login.spec.ts,"Usa outra aplicação, não importa Page e não implementa corretamente o novo login após logout."
qwen2.5-coder:7b,qwen_new_20,suite_persistencia_carrinho_apos_login,structured_context,failed,0,1,1,2,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_persistencia_carrinho_apos_login.spec.ts,Não limpa o estado inicial nem faz logout; tenta abrir Log in enquanto a sessão continua autenticada.
qwen2.5-coder:7b,qwen_new_20,suite_produtos_visualizados_recentemente,baseline,failed,2,0,2,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_produtos_visualizados_recentemente.spec.ts,"Representa a ordem pedida, mas usa outra aplicação e seletores inventados."
qwen2.5-coder:7b,qwen_new_20,suite_produtos_visualizados_recentemente,structured_context,failed,1,2,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_produtos_visualizados_recentemente.spec.ts,Abre apenas Blue Jeans; Fiction depende indevidamente de histórico anterior em contexto novo.
qwen2.5-coder:7b,qwen_new_20,suite_visualizacao_livros_em_lista,baseline,failed,2,1,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_visualizacao_livros_em_lista.spec.ts,"Expressa a troca Grid para List, mas usa controles inventados e expectativas sem await."
qwen2.5-coder:7b,qwen_new_20,suite_visualizacao_livros_em_lista,structured_context,failed,1,1,0,2,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_visualizacao_livros_em_lista.spec.ts,Procura um botão opcional em vez do controle View as e nunca comprova a visualização em lista.
qwen2.5-coder:7b,qwen_new_20,user_registration_book_purchase,baseline,failed,2,1,0,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/user_registration_book_purchase.spec.ts,"Cobre o fluxo nominal, mas reutiliza email, espera rota falsa e possui asserções booleanas inertes."
qwen2.5-coder:7b,qwen_new_20,user_registration_book_purchase,structured_context,failed,2,2,0,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/user_registration_book_purchase.spec.ts,"Usa os controles reais, porém todas as expectativas web estão sem await e o email fixo interfere em reexecuções."
qwen2.5-coder:7b,qwen_old_14,fluxo_computadores_desktops,baseline,failed,1,1,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/fluxo_computadores_desktops.spec.ts,"Rota correta, mas inventa .digital-item e usa capitalização incorreta no título."
qwen2.5-coder:7b,qwen_old_14,fluxo_computadores_desktops,structured_context,passed,1,2,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/fluxo_computadores_desktops.spec.ts,"Navega e valida a página corretamente, mas não verifica explicitamente os itens digitais pedidos."
qwen2.5-coder:7b,qwen_old_14,suite_adicionar_carrinho,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_adicionar_carrinho.spec.ts,"Representa a sequência pedida, porém usa domínio e seletores data-test inventados."
qwen2.5-coder:7b,qwen_old_14,suite_adicionar_carrinho,structured_context,failed,1,2,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_adicionar_carrinho.spec.ts,"Busca com controles corretos, mas espera redirecionamento direto ao produto e não clica no resultado."
qwen2.5-coder:7b,qwen_old_14,suite_adicionar_wishlist,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_adicionar_wishlist.spec.ts,"Representa a sequência, mas inventa autenticação, dashboard, rotas e seletores."
qwen2.5-coder:7b,qwen_old_14,suite_adicionar_wishlist,structured_context,failed,1,1,2,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_adicionar_wishlist.spec.ts,"Locators principais são válidos, porém omite autenticação e o href do produto é ambíguo."
qwen2.5-coder:7b,qwen_old_14,suite_busca_blue_jeans,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_busca_blue_jeans.spec.ts,Fluxo conceitual completo em domínio e elementos inexistentes.
qwen2.5-coder:7b,qwen_old_14,suite_busca_blue_jeans,structured_context,failed,2,1,2,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_busca_blue_jeans.spec.ts,"Fluxo inclui busca e abertura do resultado, mas inventa a classe product-list-item-name."
qwen2.5-coder:7b,qwen_old_14,suite_checkout_blue_jeans,baseline,failed,1,0,0,1,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_checkout_blue_jeans.spec.ts,"Fluxo de checkout incompleto, domínio e controles inventados e asserções web não aguardadas."
qwen2.5-coder:7b,qwen_old_14,suite_checkout_blue_jeans,structured_context,failed,1,1,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_checkout_blue_jeans.spec.ts,"Omite autenticação, espera redirecionamento direto da busca e inventa grande parte do checkout."
qwen2.5-coder:7b,qwen_old_14,suite_configurar_desktop,baseline,failed,2,1,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_configurar_desktop.spec.ts,"Segue o fluxo, mas inventa controles de configuração e regiões de confirmação/carrinho."
qwen2.5-coder:7b,qwen_old_14,suite_configurar_desktop,structured_context,failed,1,1,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_configurar_desktop.spec.ts,"Navega às categorias, mas não abre um produto antes de procurar as opções de configuração."
qwen2.5-coder:7b,qwen_old_14,suite_detalhes_fiction,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_detalhes_fiction.spec.ts,"Intenção correta em domínio, rota e seletores inexistentes."
qwen2.5-coder:7b,qwen_old_14,suite_detalhes_fiction,structured_context,failed,1,1,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_detalhes_fiction.spec.ts,"Busca corretamente, mas não abre o resultado e inventa o seletor de preço."
qwen2.5-coder:7b,qwen_old_14,suite_limpar_carrinho,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_limpar_carrinho.spec.ts,"Sequência correta, mas rota de preparação e todos os controles principais são inventados."
qwen2.5-coder:7b,qwen_old_14,suite_limpar_carrinho,structured_context,failed,2,1,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_limpar_carrinho.spec.ts,Preparação e navegação estão corretas; nome de remoção e região de carrinho vazio foram inventados.
qwen2.5-coder:7b,qwen_old_14,suite_limpar_wishlist,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_limpar_wishlist.spec.ts,"Sequência correta, porém depende de função indefinida e inventa rota e controles."
qwen2.5-coder:7b,qwen_old_14,suite_limpar_wishlist,structured_context,failed,0,0,0,0,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_limpar_wishlist.spec.ts,Omite autenticação e preparação e não possui uma asserção que comprove wishlist vazia.
qwen2.5-coder:7b,qwen_old_14,suite_login_invalido,baseline,failed,2,1,2,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_login_invalido.spec.ts,Campos e oráculo são adequados; botão de login não existe e o email não vem do ambiente.
qwen2.5-coder:7b,qwen_old_14,suite_login_invalido,structured_context,passed,1,2,2,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_login_invalido.spec.ts,"Passa e valida a mensagem real, mas usa email inexistente e senha fixa em vez dos dados do ambiente."
qwen2.5-coder:7b,qwen_old_14,suite_login_valido,baseline,failed,2,1,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_login_valido.spec.ts,Usa credenciais do ambiente e campos corretos; botão submit e id de logout estão errados.
qwen2.5-coder:7b,qwen_old_14,suite_login_valido,structured_context,failed,2,1,1,4,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_login_valido.spec.ts,Locators e credenciais são adequados; uma asserção inventada sobre .title interrompe o fluxo.
qwen2.5-coder:7b,qwen_old_14,suite_logout,baseline,failed,2,0,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_logout.spec.ts,"Representa login e logout, mas toda a interface assumida é de outra aplicação."
qwen2.5-coder:7b,qwen_old_14,suite_logout,structured_context,failed,0,0,1,1,inadequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_logout.spec.ts,Ignora a pré-condição autenticada e procura o formulário de login diretamente na página inicial.
qwen2.5-coder:7b,qwen_old_14,suite_registro_usuario,baseline,failed,1,1,1,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_registro_usuario.spec.ts,"Registro inicial é quase correto, mas troca Continue por Log out e tenta relogar na página errada."
qwen2.5-coder:7b,qwen_old_14,suite_registro_usuario,structured_context,failed,2,2,1,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/suite_registro_usuario.spec.ts,"Executa registro e Continue, mas expectativas de URL sem await falham após o encerramento da página."
qwen2.5-coder:7b,qwen_old_14,user_registration_book_purchase,baseline,failed,2,1,0,3,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/user_registration_book_purchase.spec.ts,"Cobre o fluxo nominal, mas usa submit incorreto, expectativa de rota falsa e duas asserções vazias."
qwen2.5-coder:7b,qwen_old_14,user_registration_book_purchase,structured_context,failed,2,2,1,5,partially_adequate,python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_playwright_locators_20260724_02/user_registration_book_purchase.spec.ts,"Executa os principais controles reais, mas todas as expectativas web ficam sem await e o email é reutilizável."
