model_origin,round,condition,scenario,original_execution_status,original_semantic_score_6,original_file,specification_file,structured_prompt_file,repaired_file,repair_model,repair_attempt,stateless,temperature,seed,num_ctx,num_predict,elapsed_seconds_client,prompt_eval_count,eval_count,total_duration_ns,prompt_eval_duration_ns,eval_duration_ns,done_reason,original_sha256,repair_prompt_sha256,raw_response_sha256,repaired_sha256,original_lines,repaired_lines,lines_added,lines_deleted,line_similarity_ratio,collection_status,collection_returncode,collection_seconds,execution_status_after_repair,execution_seconds_client,playwright_duration_ms,failure_message_after_repair,failure_class_after_repair,semantic_total_after_repair,semantic_classification_after_repair,successful_repair
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_exibir_quatro_livros,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_exibir_quatro_livros.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_exibir_quatro_livros.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_exibir_quatro_livros.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_exibir_quatro_livros/suite_exibir_quatro_livros.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,32.959,1577,227,35549965700,16891181000,18095070000,stop,172d1f0396240b083a2cd103bc496c56c676bd0a2ac7ed4932741168e6c41755,9d7cfab120eb4d9d58e87184dcecab1eca787d065077277dcc1691e504f99ae1,5c4999a7256dbb9bada5e711698c801b7fac4458766ebb368bb64d5a5c91c63a,5b5666a463c61050f645d31e3fbf8dd4655755019d02fca1520b2fb784197ece,14,18,4,0,0.875,collected,0,1.977,failed,17.451,14208.0,"TimeoutError: locator.selectOption: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#products-view-mode')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_filtrar_livros_abaixo_25,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_filtrar_livros_abaixo_25.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_filtrar_livros_abaixo_25.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_filtrar_livros_abaixo_25.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_filtrar_livros_abaixo_25/suite_filtrar_livros_abaixo_25.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,39.372,1751,301,42322440500,18098849000,23659813000,stop,27380fcbb24812cdccce358443d64ddd5394cc55936ee44ea2f9866f401ccf92,eacbc71b76ff8c46adc6bd7b6850de4a90926872fa50d3df354d70c9b7d34b7c,c7b48c3b877fffa24ca0777a236d74a613a6ef2a6d1943bfb26f2509a5891aa9,54e4272b305d3fb845fb0fcfe42e89f8af5e4af655e246a3242636aae939d1fd,21,22,2,1,0.9302,collected,0,2.073,failed,8.197,4911.0,"Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBeLessThan[2m([22m[32mexpected[39m[2m)[22m

Expected: < [32m25[39m
Received:   [31mNaN[39m",assertion_failure,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_navegar_cartoes_presente,failed,2,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_navegar_cartoes_presente.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_navegar_cartoes_presente.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_navegar_cartoes_presente.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_navegar_cartoes_presente/suite_navegar_cartoes_presente.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,30.853,1631,193,32828525300,17364719000,14872639000,stop,2cabfbd69283a2d44a1143e83b5a582a41d4b89a2f66aab198f0e93890ea3f17,0008f9d834f2882afee69da4c9a0312a8704054f52dd7c3c5e00c5dc064de3c7,5c1e5871cae8f6e954f999a22f406df94c3dd9b737ca0ee529f346816eed9153,2cabfbd69283a2d44a1143e83b5a582a41d4b89a2f66aab198f0e93890ea3f17,17,17,0,0,1.0,collected,0,2.0,failed,25.487,20742.0,"TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for getByText('Gift Cards', { exact: true }).first()[22m


Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoHaveText[2m([22m[32mexpected[39m[2m)[22m failed

Locator: locator('h1')
Expected: [32m""Gift Cards""[39m
Timeout: 7000ms
Error: element(s) not found

Call log:
[2m  - Expect ""toHaveText"" with timeout 7000ms[22m
[2m  - waiting for locator('h1')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_navegar_categoria_livros,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_navegar_categoria_livros.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_navegar_categoria_livros.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_navegar_categoria_livros.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_navegar_categoria_livros/suite_navegar_categoria_livros.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,35.929,1653,260,38667541700,17462936000,20649074000,stop,8956e39f2b7e7dd892e3938e8a24ece5f5d588a83bdedc4bf3e5e6fbd1a4fd41,c354e4c1cb870398c1f4ec23764ab4e89d78b6873ac5df70e2841d90e073fd43,253d8d866bd2e547ba212aba60676c2dff256d4da720590bf78fb85c4327efcd,8956e39f2b7e7dd892e3938e8a24ece5f5d588a83bdedc4bf3e5e6fbd1a4fd41,23,23,0,0,1.0,collected,0,2.048,failed,7.395,4064.0,"Error: [2mexpect([22m[31mpage[39m[2m).[22mtoHaveURL[2m([22m[32mexpected[39m[2m)[22m failed

Expected: [32m""https://demowebshop.tricentis.com/books""[39m
Received: [31m""""[39m

Call log:
[2m  - Expect ""toHaveURL"" with timeout 7000ms[22m
",assertion_failure,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_ordenar_livros_por_preco,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_ordenar_livros_por_preco.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_ordenar_livros_por_preco.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_ordenar_livros_por_preco.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_ordenar_livros_por_preco/suite_ordenar_livros_por_preco.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,32.329,1634,254,34624245800,15415353000,18612373000,stop,a98970aabf414b760a1189b3e17a2da76f5555f862b2405b42f2d4bb5ce83f0a,049e0daabe4f97b6fbffa97812616f0257f30ef38b6aef240cf05dea37f7c9c6,0120197347ef7f8660c603a9842f44396815bd9652e3baed5f16c4ff38c93582,94083304002e98e8cabfbf5e14f35b616146eb4e550b65f457c0f8b39723af6d,19,19,1,1,0.9474,collected,0,2.044,failed,17.452,14119.0,"TimeoutError: locator.selectOption: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#sorter-options')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_persistencia_carrinho_apos_login,failed,2,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_persistencia_carrinho_apos_login.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_persistencia_carrinho_apos_login.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_persistencia_carrinho_apos_login.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_persistencia_carrinho_apos_login/suite_persistencia_carrinho_apos_login.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,51.636,2017,522,55943573500,18039451000,37386526000,stop,787928ad13953267a291ad3c91997f03e58c67cb308c0599ff175d71f3a86843,fe48232c0593d0c7ceea9449b4e11101066366e99e91bafe38cb5a8932e50ace,10d3077b81c217fe6c90fe940bbe122abc6b7d2202c5b86adfb19981cda7dbe1,25368aebf424c6e4e82f7a9fde261512e73f32933dd6f69ad590619a48a45a54,40,40,1,1,0.975,collected,0,2.015,failed,17.997,14710.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('button[type=""submit""]')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_produtos_visualizados_recentemente,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_produtos_visualizados_recentemente.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_produtos_visualizados_recentemente.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_produtos_visualizados_recentemente.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_produtos_visualizados_recentemente/suite_produtos_visualizados_recentemente.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,27.832,1623,232,29906394100,13731171000,15635729000,stop,5ac78687bb49be995bbbc3a6d4253c71ec6d1bde36f4926e259b76eabad78ad6,da68ff7491988982230bf65244c428118aac8e2a8ad214c67e097a7d9e0d9c34,de3928278570aefde5ded2fd9e3316540660a4765bd1810079cbb40062170481,5ac78687bb49be995bbbc3a6d4253c71ec6d1bde36f4926e259b76eabad78ad6,18,18,0,0,1.0,collected,0,2.195,failed,6.854,3488.0,"Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoContain[2m([22m[32mexpected[39m[2m) // indexOf[22m

[1mMatcher error[22m: [31mreceived[39m value must not be null nor undefined

Received has value: [31mundefined[39m",assertion_failure,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_visualizacao_livros_em_lista,failed,2,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_visualizacao_livros_em_lista.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_visualizacao_livros_em_lista.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_visualizacao_livros_em_lista.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_visualizacao_livros_em_lista/suite_visualizacao_livros_em_lista.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,31.925,1841,256,34453102000,16312305000,17635500000,stop,5ddfd6c7531c352c4d5f376743b53b6bb5df87df8866e81ce9fc354f3525371c,a6428e3b45661b73bc4c56972ff167873f3f88589fe685d74fe07dffd3a47bdd,5f1d2c534b6732f7379105486c15b8e876ba717567cdece1bdf85b6098e7fcfa,303d3f409ac581885427951e22bb1393fe44d4448f8775a55695f0d35bb085d0,21,21,1,1,0.9524,collected,0,2.092,passed,7.252,3907.0,,passed,2,inadequate,False
qwen2.5-coder:7b,qwen_new_20,structured_context,user_registration_book_purchase,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/user_registration_book_purchase.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/user_registration_book_purchase.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/user_registration_book_purchase.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/user_registration_book_purchase/user_registration_book_purchase.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,79.532,3506,667,87104629000,33352036999,53211682000,stop,01bcad0a34e6472b17bcdf2f07c40ae1cbbb1db37265f116170788a9c3d40d26,40252ca06e4adbab96eae4e7571f71b5f90b990520584c6cc5affbc0f6610d13,21f893810da87471979b539c856b296a86f399597921406bc904665cd0b6f3a4,2fd05ec14e1c29133d31344a3c0d5060cc13f856e0c3e22596ded2b85b0ee855,55,57,12,10,0.8036,collected,0,2.06,failed,7.081,3765.0,"Error: [2mexpect([22m[31mreceived[39m[2m).[22mtoBe[2m([22m[32mexpected[39m[2m) // Object.is equality[22m

Expected: [32m""Register""[39m
Received: [31m""[7mDemo Web Shop. [27mRegister""[39m",assertion_failure,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,fluxo_computadores_desktops,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/fluxo_computadores_desktops.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/fluxo_computadores_desktops.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/fluxo_computadores_desktops/fluxo_computadores_desktops.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,12.221,529,143,12670257400,3509860000,8438126000,stop,f8f70b23bea39c029dfc90733f96464ae4ade921332f934df7ff467e8d7d05b3,50a173c925a51e161a4af528f906ba64204690b1dcbf15f46d61f78681415154,d6f18605c8232fe8ac27c58eb4171729bfeab9a0da6df177e46090574d3756a3,362042f11bf219c7da87c044ac9a8e9b6dd1d3b69c9f878331fa2097f6ca3a23,18,18,1,1,0.9444,collected,0,2.141,failed,6.273,2947.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator: locator('.product-item')
Expected: visible
Error: strict mode violation: locator('.product-item') resolved to 3 elements:
    1) <div data-productid=""53"" class=""product-item"">…</div> aka locator('.product-item').first()
    2) <div data-productid=""51"" class=""product-item"">…</div> aka locator('div:nth-child(2) > .product-item')
    3) <div data-productid=""52"" class=""product-item"">…</div> aka locator('div:nth-child(3) > .product-item')

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for locator('.product-item')[22m
",selector_ambiguity,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_adicionar_carrinho,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_adicionar_carrinho.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_adicionar_carrinho.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_adicionar_carrinho/suite_adicionar_carrinho.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,23.193,719,319,24965289500,4808677000,19743918000,stop,db20f9fef4d553a114c96234c7812218f9e5cacff62ad23836d28d645044b3e8,1a40e2a89abebb7710d20b58dedced0e47483e4bc8ffa60914638e34da123d15,9e5c24dbefe60d02b3bb8bda05d3318db76a462aca9712a49aa7e9b943dcc4db,5d37ce605c8bc6b269df1821be9db2ddef43485e238810302c433f1500acc125,28,28,2,2,0.9286,collected,0,2.164,failed,16.802,13393.0,"TimeoutError: page.fill: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('[data-test=""search-input""]')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_adicionar_wishlist,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_adicionar_wishlist.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_adicionar_wishlist.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_adicionar_wishlist/suite_adicionar_wishlist.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,23.839,695,341,25570783000,3864564000,21117778000,stop,69a399a2eacf3f55b2e6d5e2e3cc2986790434c70d10ba377a76780ff24000f3,a50f219fdff61a990cf85bc3e5785c69b8d06914042f410fb59253ca2dc26b52,0cadbd8cff4bbd7023a897f7f219a27473b22dec9841b02d03b3251da2654751,13cb310e55af99920c127057dd1eb9312cb067719f36fb58b21ae65b8cbc18ca,35,35,9,9,0.7429,collected,0,2.047,failed,13.358,10065.0,"Error: [2mexpect([22m[31mpage[39m[2m).[22mtoHaveURL[2m([22m[32mexpected[39m[2m)[22m failed

Expected: [32m""https://demowebshop.tricentis.com/""[39m
Received: [31m""https://demowebshop.tricentis.com/[7mlogin[27m""[39m
Timeout:  7000ms

Call log:
[2m  - Expect ""toHaveURL"" with timeout 7000ms[22m
[2m    18 × unexpected value ""https://demowebshop.tricentis.com/login""[22m
",assertion_failure,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_busca_blue_jeans,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_busca_blue_jeans.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_busca_blue_jeans.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_busca_blue_jeans/suite_busca_blue_jeans.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,15.422,562,201,16299735100,3929495000,11922468000,stop,dd8159d1bcc3736e8974f0ca810dd357fb73803ee5d1bdeb703a42f4b37704ec,c394bd1cee41455165435d6da9bc4dc9264f3716c2bdb252b3e5580d96f3cf05,54b880805d34c90f8db7c83644663c9f466aedb220c4e8082f95ba7351a50f69,d45028cbc6f3945141c9325133a3fd8848635505eed96817817db7ac55a074e9,24,24,5,5,0.7917,collected,0,2.048,failed,17.75,14420.0,"TimeoutError: page.waitForSelector: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('.product-list-item') to be visible[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_checkout_blue_jeans,failed,1,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_checkout_blue_jeans.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_checkout_blue_jeans.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_checkout_blue_jeans/suite_checkout_blue_jeans.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,42.107,824,598,45746525100,6667320000,38648822000,stop,6fdd9944578a8fbf51b5cb17119ac50fce0f934db4a4abe0a32510fb043b1ba8,a0c435c7d6f622c7333a54df3ca392bd4ffc29b22affa7d1d67892c845272559,1a7d3f319095abc790f7880efc9a3c81fffd364a025bad9012df659a6c36ce56,b50a7ae320556b4f3ec003bb6aa171cadf6b4da29b345da22be4e031865c3c6a,44,59,30,15,0.5631,collected,0,2.002,failed,16.132,12835.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#login-button')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_configurar_desktop,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_configurar_desktop.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_configurar_desktop.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_configurar_desktop/suite_configurar_desktop.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,22.168,842,267,23711706800,6751217000,16479759999,stop,cac04b298980666690fb300f6fd67a829b23fbce06c63ce9d427dca3447a4be2,51b8e4a14abb69591917b36634f06f4cd0040d10fa12364401c2751abda6ac02,a739b738b8847ee65d7d81dc3e1cdf2184f5e37752065fab7821668d3d7eb8e6,cac04b298980666690fb300f6fd67a829b23fbce06c63ce9d427dca3447a4be2,30,30,0,0,1.0,collected,0,2.037,failed,16.278,12866.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('text=Desktops')[22m
[2m    - locator resolved to 4 elements. Proceeding with the first one: <a href=""/desktops"">Desktops↵        </a>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not visible[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not visible[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    19 × waiting for element to be visible, enabled and stable[22m
[2m       - element is not visible[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_detalhes_fiction,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_detalhes_fiction.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_detalhes_fiction.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_detalhes_fiction/suite_detalhes_fiction.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,14.888,559,191,15730065100,3846088000,11442655000,stop,be358064e9bd6365628a7d0de71525dced00da2e8b045c43cfeac2b30d759eee,fd5e1274e881d03d4846b9e966f99da4a6dc857d4c0034123c92084101fcf1c1,263bb61da83c1a29d165e7c15cb4f600b67e1a1366fbf2a92e6c79864deb5a0f,500c7602640ec5b7c6ab63643f04972dc9857b131fc093b2df4ef1535d2729dd,23,23,3,3,0.8696,collected,0,2.005,failed,16.769,13508.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('button[type=""submit""]')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_limpar_carrinho,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_limpar_carrinho.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_limpar_carrinho.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_limpar_carrinho/suite_limpar_carrinho.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,14.543,555,187,15258769500,3830843000,10980041000,stop,0566aa28f527b5f8c5ac23c99f7b95e3451452eb0e625d1a44d7fd3aa309d6c7,a544487cf94d4bf7f448b2eec6ded70723aa3d53ca33344fd06b462f772d923c,e47adffe70e721164b33ac43c71141e3ce1f561ca9eb5da6f33f94afc1d2c834,e4d8b1689060e52e24879f1987f320c7149f1dd0dc5e1a2f95a2361a22524b05,24,24,1,1,0.9583,collected,0,2.073,failed,16.523,13274.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('text=Blue Jeans')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_old_14,baseline,suite_limpar_wishlist,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_playwright_locators_20260724_02/suite_limpar_wishlist.spec.ts,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/specs/suite_limpar_wishlist.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_old_14/baseline/suite_limpar_wishlist/suite_limpar_wishlist.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,20.387,581,289,21806302300,3854979000,17524185000,stop,08d1c591e19d414af383d7fd868ddc14ff360cb0ae789152529cb0f6bbb2e2f9,daf95ad5cb9db659c280c6b79494fab18f99a4e041071b7ff9b2834d32c63c91,55d92844393ff51cd5e96d62ef9738aef54b99b60e1b4c7a81522c52f4cdab6a,3c0fdec30f6a179e912a6b99741125eb64b16bab609d415366507c23dc397b39,29,32,6,3,0.8525,collected,0,2.032,failed,16.251,12919.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('button:has-text(""Log in"")')[22m
",locator_timeout,,not_reviewed_execution_failed,False
